player_id,attribute_date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
67952,2014-07-25 00:00:00,64,65,left,medium,medium,50,46,47,62,53,73,51,55,61,71,73,70,81,66,85,60,76,71,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2014-03-14 00:00:00,64,65,left,medium,medium,50,46,47,62,53,73,51,55,61,71,73,70,81,66,85,60,76,71,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2013-12-20 00:00:00,66,67,left,medium,medium,51,46,47,67,53,73,51,55,66,71,74,70,81,67,85,60,76,74,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2013-09-20 00:00:00,66,66,left,medium,medium,51,46,47,67,53,73,51,55,66,71,74,70,81,67,85,60,76,74,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2013-03-28 00:00:00,66,66,left,medium,medium,51,46,47,67,53,73,51,55,66,71,74,71,81,67,85,60,75,74,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2013-02-22 00:00:00,66,66,left,medium,medium,51,46,47,67,53,73,51,55,66,71,74,71,81,67,85,60,75,74,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2013-02-15 00:00:00,65,66,left,medium,medium,51,46,47,68,53,75,51,55,67,71,74,71,81,67,85,60,75,74,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2012-08-31 00:00:00,64,66,left,medium,medium,51,46,47,68,53,75,51,55,67,71,74,72,81,67,85,60,73,74,45,58,48,48,53,61,47,34,48,46,5,9,10,11,14
67952,2012-02-22 00:00:00,61,66,left,medium,medium,56,46,47,64,53,73,51,55,61,71,70,68,81,63,85,60,69,66,45,58,48,48,53,61,47,34,46,43,5,9,10,11,14
67952,2011-08-30 00:00:00,61,66,left,medium,medium,56,46,47,64,53,73,51,55,61,71,70,68,76,63,85,60,69,66,45,58,48,48,53,61,47,34,46,43,5,9,10,11,14
67952,2010-08-30 00:00:00,61,66,left,medium,medium,56,57,47,61,54,68,51,55,58,67,68,63,71,61,56,60,65,63,54,59,49,32,56,59,47,22,34,37,5,9,10,11,14
67952,2009-08-30 00:00:00,62,66,left,medium,medium,64,53,45,64,54,73,51,55,58,71,68,63,71,61,56,60,65,63,54,58,46,57,58,59,60,22,34,37,3,20,58,20,20
67952,2008-08-30 00:00:00,60,66,right,medium,medium,56,51,45,61,54,73,51,55,56,71,68,63,71,61,56,60,65,58,51,58,31,47,48,59,53,22,31,37,3,20,56,20,20
67952,2007-08-30 00:00:00,63,66,right,medium,medium,56,51,45,61,54,73,51,55,56,71,68,63,71,61,56,60,65,58,51,58,31,47,48,59,53,22,31,37,3,20,56,20,20
67952,2007-02-22 00:00:00,63,66,right,medium,medium,56,51,45,61,54,73,51,55,56,71,68,63,71,61,56,60,65,58,51,58,31,47,48,59,53,22,31,37,3,20,56,20,20
12245,2015-09-21 00:00:00,66,66,left,medium,medium,44,65,78,53,62,55,50,43,42,59,55,55,34,65,43,78,67,55,86,63,48,34,64,42,56,15,13,12,9,16,8,15,15
12245,2015-08-14 00:00:00,65,65,left,medium,medium,43,64,77,52,61,54,49,42,41,58,55,55,34,64,43,77,67,55,86,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-07-03 00:00:00,65,65,left,medium,medium,43,64,77,52,61,54,49,42,41,58,59,55,40,64,43,77,67,60,86,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-06-12 00:00:00,65,65,left,medium,medium,43,64,77,52,61,54,49,42,41,58,59,55,40,64,43,77,67,60,86,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-06-05 00:00:00,65,65,left,medium,medium,43,64,77,52,61,54,49,42,41,59,59,55,40,64,43,77,67,60,87,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-05-08 00:00:00,66,66,left,medium,medium,43,65,77,54,61,58,49,42,41,64,59,55,40,64,43,77,67,60,87,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-04-24 00:00:00,66,66,left,medium,medium,43,65,77,54,61,58,49,42,41,64,59,55,40,64,43,77,67,60,88,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-04-17 00:00:00,66,66,left,medium,medium,43,65,77,54,61,58,49,42,41,64,55,55,40,64,43,77,67,60,88,62,47,33,63,41,55,25,25,25,8,15,7,14,14
12245,2015-04-10 00:00:00,67,67,left,medium,medium,43,65,77,54,61,58,49,42,41,64,55,55,40,67,43,77,67,60,88,62,47,33,67,41,55,25,25,25,8,15,7,14,14
12245,2015-03-10 00:00:00,67,67,left,medium,medium,43,67,77,54,61,58,49,42,41,65,55,55,40,67,43,77,67,60,90,62,47,33,69,41,55,25,25,25,8,15,7,14,14
12245,2014-10-31 00:00:00,67,67,left,medium,medium,43,67,77,54,61,58,49,42,41,65,55,55,40,67,43,77,67,60,90,62,47,33,69,41,55,25,25,25,8,15,7,14,14
12245,2014-09-18 00:00:00,68,68,left,medium,medium,43,67,78,54,61,58,49,42,41,65,55,55,40,69,43,77,67,62,90,62,47,33,70,41,55,25,25,25,8,15,7,14,14
12245,2014-04-25 00:00:00,69,69,left,medium,medium,43,68,78,54,63,58,49,42,41,65,55,64,40,71,43,77,67,62,86,64,47,33,70,41,55,25,25,25,8,15,7,14,14
12245,2014-02-07 00:00:00,70,70,left,medium,medium,43,70,78,54,65,58,49,42,41,65,55,64,40,71,43,77,67,62,86,66,47,33,72,41,55,25,25,25,8,15,7,14,14
12245,2013-12-06 00:00:00,70,70,left,medium,medium,43,70,78,54,65,58,49,42,41,65,55,64,40,71,43,77,67,62,86,66,47,33,72,41,55,25,25,25,8,15,7,14,14
12245,2013-09-20 00:00:00,70,70,left,medium,medium,43,70,78,54,65,58,49,42,41,65,55,64,40,71,43,77,67,62,86,66,47,33,72,41,55,25,25,25,8,15,7,14,14
12245,2013-09-06 00:00:00,68,68,left,medium,medium,43,69,77,54,62,58,49,42,41,65,55,62,40,68,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2013-04-19 00:00:00,68,69,left,medium,medium,43,69,77,54,62,58,49,42,41,65,55,62,40,68,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2013-03-22 00:00:00,68,69,left,medium,medium,43,69,75,56,62,58,49,42,41,65,55,62,40,67,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2013-03-08 00:00:00,68,69,left,medium,medium,43,69,75,56,62,58,49,42,41,65,55,62,40,67,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2013-02-22 00:00:00,68,69,left,medium,medium,43,69,75,56,62,58,49,42,41,65,55,62,40,67,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2013-02-15 00:00:00,67,69,left,medium,medium,43,69,75,56,62,57,49,42,41,63,55,62,40,66,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2012-08-31 00:00:00,67,72,left,medium,medium,43,69,75,56,62,57,49,42,41,63,55,62,40,66,43,76,66,62,84,66,47,33,68,41,55,14,12,11,8,15,7,14,14
12245,2012-02-22 00:00:00,68,72,left,medium,medium,44,71,78,57,63,57,49,42,48,63,55,62,40,69,43,76,66,62,84,64,47,47,68,41,55,14,12,11,8,15,7,14,14
12245,2011-08-30 00:00:00,68,71,left,medium,medium,44,71,78,57,63,57,49,42,48,63,55,62,40,69,43,76,66,62,84,63,47,47,68,41,55,14,12,11,8,15,7,14,14
12245,2011-02-22 00:00:00,68,74,left,medium,medium,44,69,78,57,63,57,49,42,48,62,65,70,45,66,82,74,76,65,86,63,47,47,64,41,55,14,12,11,8,15,7,14,14
12245,2010-08-30 00:00:00,68,74,left,medium,medium,44,69,78,57,63,57,49,42,48,62,65,70,45,66,82,74,76,65,85,63,47,47,64,41,55,14,12,11,8,15,7,14,14
12245,2010-02-22 00:00:00,66,74,left,medium,medium,44,69,78,55,63,57,49,42,48,58,67,71,45,57,82,69,76,62,85,61,47,48,59,41,46,21,21,11,4,21,48,21,21
12245,2009-08-30 00:00:00,65,74,left,medium,medium,44,69,76,51,63,57,49,42,54,57,69,71,45,53,82,66,76,62,85,61,47,48,51,41,46,21,21,11,4,21,54,21,21
12245,2008-08-30 00:00:00,65,74,left,medium,medium,44,69,78,51,63,57,49,42,54,57,69,66,45,53,82,66,76,62,85,61,47,48,51,41,46,21,21,11,4,21,54,21,21
12245,2007-08-30 00:00:00,63,74,left,medium,medium,44,69,78,51,63,57,49,42,54,57,69,66,45,53,82,66,76,52,77,61,47,48,51,41,46,21,21,11,4,21,54,21,21
12245,2007-02-22 00:00:00,63,74,left,medium,medium,44,69,78,51,63,57,49,42,54,57,69,66,45,53,82,66,76,52,77,61,47,48,51,41,46,21,21,11,4,21,54,21,21
131409,2016-05-12 00:00:00,70,70,right,medium,high,62,63,64,74,64,68,36,56,72,72,69,72,65,65,67,84,74,76,84,75,81,64,59,68,57,60,67,66,13,14,14,12,6
131409,2016-04-28 00:00:00,69,69,right,medium,high,62,63,64,73,64,68,36,56,70,72,69,72,65,65,67,84,74,76,84,75,81,63,59,68,57,60,67,65,13,14,14,12,6
131409,2016-04-07 00:00:00,69,69,right,medium,high,62,63,64,73,64,68,36,56,69,72,69,72,65,65,67,84,74,76,84,75,81,61,59,66,57,58,67,65,13,14,14,12,6
131409,2015-12-24 00:00:00,68,68,right,medium,high,62,63,64,72,64,68,36,56,68,72,69,72,65,65,67,82,74,76,84,74,81,61,59,66,57,58,67,65,13,14,14,12,6
131409,2015-11-19 00:00:00,68,68,right,medium,high,62,63,64,72,64,68,36,56,68,72,69,72,65,65,67,82,74,76,84,74,81,61,59,66,57,58,67,65,13,14,14,12,6
131409,2015-09-21 00:00:00,68,68,right,medium,high,62,63,64,72,64,68,36,56,68,72,69,72,65,65,67,82,74,76,84,74,81,61,59,66,57,58,67,65,13,14,14,12,6
131409,2015-05-08 00:00:00,67,67,right,medium,high,61,62,63,71,63,67,35,55,67,71,69,75,72,64,67,81,74,76,84,73,85,60,58,65,56,57,66,64,12,13,13,11,5
131409,2015-03-06 00:00:00,67,67,right,medium,high,61,62,63,71,63,67,35,55,67,71,69,75,72,64,67,81,74,76,84,73,85,60,58,65,56,57,66,64,12,13,13,11,5
131409,2015-01-02 00:00:00,67,67,right,medium,high,61,62,63,71,63,67,35,55,67,71,69,75,72,64,67,81,74,76,84,73,85,60,58,65,56,57,66,64,12,13,13,11,5
131409,2014-11-28 00:00:00,67,67,right,medium,high,61,62,63,71,63,67,35,55,67,71,69,75,72,64,67,81,74,76,84,73,85,60,58,65,56,57,66,64,12,13,13,11,5
131409,2014-10-10 00:00:00,67,67,right,medium,high,61,62,63,71,63,67,35,55,67,71,69,75,72,64,67,81,74,76,84,73,85,60,58,65,56,57,66,64,12,13,13,11,5
131409,2014-09-18 00:00:00,67,67,right,medium,high,61,62,63,71,63,67,35,55,67,71,69,75,72,62,67,81,74,76,84,73,85,60,58,65,56,57,66,64,12,13,13,11,5
131409,2014-05-09 00:00:00,69,69,right,medium,high,65,63,63,71,63,73,35,55,68,74,69,75,72,59,65,85,74,72,84,76,85,62,62,72,56,58,68,67,12,13,13,11,5
131409,2014-04-11 00:00:00,69,69,right,medium,high,65,63,63,71,63,73,35,55,68,74,69,75,72,59,65,85,74,72,84,76,85,62,62,72,56,58,68,67,12,13,13,11,5
131409,2014-01-24 00:00:00,69,69,right,medium,high,65,63,63,71,63,73,35,55,68,74,69,75,72,59,65,85,74,72,84,76,85,62,62,72,56,58,68,67,12,13,13,11,5
131409,2014-01-10 00:00:00,69,69,right,medium,high,65,63,63,71,63,73,35,55,68,74,69,75,72,59,65,85,74,72,84,76,85,62,62,72,56,58,68,67,12,13,13,11,5
131409,2013-12-27 00:00:00,69,70,right,medium,high,65,63,63,71,63,73,35,55,68,74,69,75,72,59,65,85,74,72,84,76,85,62,62,72,56,58,68,67,12,13,13,11,5
131409,2013-11-22 00:00:00,69,69,right,medium,high,65,63,63,71,63,73,35,55,68,74,69,75,72,59,65,85,74,72,84,76,85,62,62,72,56,58,68,67,12,13,13,11,5
131409,2013-09-20 00:00:00,71,74,right,medium,high,65,63,63,73,63,73,35,55,75,74,69,75,72,59,65,85,74,72,84,78,85,62,62,75,56,58,68,67,12,13,13,11,5
131409,2013-05-03 00:00:00,71,76,right,medium,high,65,63,63,73,63,73,35,55,75,74,72,75,72,59,65,85,74,72,84,78,85,62,62,75,56,58,68,67,12,13,13,11,5
131409,2013-03-28 00:00:00,70,76,right,medium,high,65,63,63,73,63,72,35,55,75,73,72,75,72,59,65,85,74,72,84,78,85,62,62,73,56,58,68,65,12,13,13,11,5
131409,2013-03-15 00:00:00,70,76,right,medium,high,65,63,63,73,63,72,35,55,75,73,72,75,70,59,66,85,74,72,84,78,85,62,62,73,56,58,68,65,12,13,13,11,5
131409,2013-02-15 00:00:00,70,76,right,medium,high,65,63,63,73,63,72,35,55,75,73,72,75,70,59,66,85,74,72,84,78,85,62,62,73,56,58,68,65,12,13,13,11,5
131409,2012-08-31 00:00:00,70,76,right,medium,high,65,61,63,73,63,72,35,55,75,73,72,75,70,59,66,85,74,72,84,81,78,62,62,73,56,58,68,65,12,13,13,11,5
131409,2012-02-22 00:00:00,66,71,right,medium,high,45,58,67,72,45,70,26,38,68,73,72,75,70,57,66,80,74,63,84,67,75,62,62,61,56,58,66,67,12,13,13,11,5
131409,2011-08-30 00:00:00,70,74,right,medium,high,45,58,67,72,45,70,26,38,68,74,72,75,70,64,66,77,74,63,85,70,75,77,68,69,56,62,69,70,12,13,13,11,5
131409,2011-02-22 00:00:00,70,77,right,medium,high,45,58,67,72,45,70,26,38,68,74,72,74,70,64,78,77,73,63,85,70,72,77,68,62,56,62,69,70,12,13,13,11,5
131409,2010-08-30 00:00:00,70,77,right,medium,high,45,58,67,72,45,70,26,38,68,74,72,74,70,64,78,77,73,63,85,70,72,77,68,62,56,62,69,70,12,13,13,11,5
131409,2010-02-22 00:00:00,65,69,right,medium,high,40,44,66,64,45,58,26,37,61,61,66,68,70,63,78,67,73,63,84,59,71,63,68,62,66,61,64,70,6,21,61,21,21
131409,2009-08-30 00:00:00,63,70,right,medium,high,31,45,55,65,45,59,26,38,62,56,67,69,70,69,78,62,73,64,65,60,62,60,69,62,67,62,63,70,6,21,62,21,21
131409,2009-02-22 00:00:00,59,65,right,medium,high,31,21,46,35,45,21,26,38,41,36,67,69,70,69,78,24,73,64,65,23,62,41,49,62,47,62,63,70,6,21,41,21,21
131409,2008-08-30 00:00:00,59,65,right,medium,high,31,21,46,35,45,21,26,38,41,36,67,69,70,69,78,24,73,64,65,23,62,41,49,62,47,62,63,70,6,21,41,21,21
131409,2007-08-30 00:00:00,57,65,right,medium,high,31,21,46,35,45,21,26,38,41,36,67,69,70,69,78,24,73,64,65,23,62,41,49,62,47,62,63,70,6,21,41,21,21
131409,2007-02-22 00:00:00,57,65,right,medium,high,31,21,46,35,45,21,26,38,41,36,67,69,70,69,78,24,73,64,65,23,62,41,49,62,47,62,63,70,6,21,41,21,21
116788,2012-08-31 00:00:00,61,66,left,medium,low,46,63,48,52,56,60,38,48,45,61,67,69,62,62,63,60,62,60,63,58,57,31,68,47,58,36,46,20,13,7,15,14,6
116788,2012-02-22 00:00:00,59,64,left,medium,low,46,57,56,52,56,59,38,48,45,57,63,64,62,62,63,60,62,60,63,61,57,31,62,47,58,36,46,20,13,7,15,14,6
116788,2010-02-22 00:00:00,59,64,left,medium,low,46,57,56,52,56,59,38,48,45,57,63,64,62,62,63,60,62,60,63,61,57,31,62,47,58,36,46,20,13,7,15,14,6
116788,2009-08-30 00:00:00,59,64,left,medium,low,46,57,56,52,56,59,38,51,45,57,63,64,62,62,63,60,62,60,63,61,57,31,62,47,58,22,22,20,13,7,15,14,6
116788,2009-02-22 00:00:00,59,64,left,medium,low,46,57,56,52,56,59,38,51,45,57,63,64,62,62,63,60,62,60,63,61,57,31,62,47,58,22,22,20,13,7,15,14,6
116788,2007-02-22 00:00:00,59,64,left,medium,low,46,57,56,52,56,59,38,51,45,57,63,64,62,62,63,60,62,60,63,61,57,31,62,47,58,22,22,20,13,7,15,14,6
39875,2011-08-30 00:00:00,66,66,right,medium,medium,67,68,64,66,71,63,69,73,64,68,57,59,64,68,56,80,62,62,76,72,58,46,71,70,78,26,40,42,15,11,13,11,8
39875,2011-02-22 00:00:00,68,70,right,medium,medium,67,69,65,66,69,63,69,71,64,68,58,64,62,66,65,81,61,71,70,73,58,46,71,70,74,26,40,42,15,11,13,11,8
39875,2010-08-30 00:00:00,69,70,right,medium,medium,67,73,67,67,73,65,69,72,64,69,61,65,64,67,65,82,62,72,71,74,58,46,74,71,79,36,45,47,15,11,13,11,8
39875,2010-02-22 00:00:00,68,73,right,medium,medium,67,71,66,65,73,64,69,72,62,66,61,65,64,67,65,82,62,72,71,74,58,66,67,71,64,36,45,47,12,20,62,20,20
39875,2009-08-30 00:00:00,68,73,right,medium,medium,63,68,68,65,73,64,69,71,61,66,61,65,64,67,65,82,62,72,71,74,58,66,71,71,64,26,45,47,12,20,61,20,20
39875,2009-02-22 00:00:00,67,71,right,medium,medium,63,68,68,65,73,64,69,71,61,66,61,65,64,67,65,77,62,72,71,74,58,66,71,71,64,26,45,47,12,20,61,20,20
39875,2008-08-30 00:00:00,67,70,right,medium,medium,62,68,68,65,73,64,69,71,57,64,62,65,64,70,65,74,62,72,67,69,49,63,71,71,64,20,30,47,12,20,57,20,20
39875,2007-08-30 00:00:00,69,70,right,medium,medium,62,68,63,65,73,64,69,67,57,64,62,65,64,63,65,74,62,72,67,69,49,63,71,71,64,20,30,47,12,20,57,20,20
39875,2007-02-22 00:00:00,61,60,right,medium,medium,65,67,60,65,73,57,69,64,45,54,62,66,64,53,65,58,62,59,59,48,49,63,71,71,64,16,30,47,12,13,45,8,7
43049,2014-05-16 00:00:00,61,61,right,medium,medium,41,33,61,53,40,41,29,41,47,50,52,52,40,58,39,47,56,76,85,42,84,52,36,43,48,55,60,55,6,7,12,13,7
43049,2014-01-10 00:00:00,62,62,right,medium,medium,41,33,63,53,40,41,29,41,47,50,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,58,60,55,6,7,12,13,7
43049,2013-11-08 00:00:00,62,62,right,medium,medium,41,33,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,58,60,55,6,7,12,13,7
43049,2013-09-20 00:00:00,62,62,right,medium,medium,41,29,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,58,60,55,6,7,12,13,7
43049,2013-04-12 00:00:00,61,61,right,medium,medium,41,29,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,57,58,54,6,7,12,13,7
43049,2013-03-22 00:00:00,61,64,right,medium,medium,41,29,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,57,58,54,6,7,12,13,7
43049,2013-03-15 00:00:00,61,64,right,medium,medium,41,29,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,57,58,54,6,7,12,13,7
43049,2013-02-22 00:00:00,61,64,right,medium,medium,41,29,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,57,58,54,6,7,12,13,7
43049,2013-02-15 00:00:00,61,64,right,medium,medium,41,29,63,53,40,42,29,41,47,48,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,57,58,54,6,7,12,13,7
43049,2012-08-31 00:00:00,65,65,right,medium,medium,41,29,63,53,40,42,29,41,47,52,52,52,40,61,39,47,56,76,85,42,84,52,36,43,48,63,68,61,6,7,12,13,7
43049,2012-02-22 00:00:00,64,64,right,medium,medium,41,29,63,53,40,42,29,41,47,52,52,52,40,61,39,47,56,76,79,42,84,62,36,43,48,63,62,61,6,7,12,13,7
43049,2011-08-30 00:00:00,63,64,right,medium,medium,41,29,63,53,40,42,29,41,47,52,52,52,40,61,39,47,56,66,79,42,69,62,36,43,48,63,62,61,6,7,12,13,7
43049,2011-02-22 00:00:00,65,70,right,medium,medium,52,30,65,54,41,43,30,42,48,53,57,62,53,62,70,51,62,67,74,43,70,65,37,51,49,65,67,64,6,7,12,13,7
43049,2010-08-30 00:00:00,67,70,right,medium,medium,52,30,65,54,41,45,30,42,48,55,58,63,53,62,70,51,67,69,75,43,73,65,37,51,49,67,70,69,6,7,12,13,7
43049,2010-02-22 00:00:00,67,70,right,medium,medium,52,30,65,54,41,45,30,42,48,55,58,63,53,62,70,51,67,69,75,43,73,60,66,51,58,67,70,69,6,23,48,23,23
43049,2009-08-30 00:00:00,68,75,right,medium,medium,52,30,66,54,41,45,30,42,48,55,63,63,53,62,70,51,67,69,75,43,73,60,66,51,58,66,70,69,6,23,48,23,23
43049,2008-08-30 00:00:00,62,68,right,medium,medium,43,32,63,58,41,53,30,47,45,57,54,56,53,51,70,58,67,69,71,49,66,58,57,51,46,66,60,69,6,23,45,23,23
43049,2007-08-30 00:00:00,65,68,right,medium,medium,43,60,63,58,41,53,30,47,45,57,54,56,53,51,70,58,67,69,63,49,58,58,57,51,46,66,65,69,6,23,45,23,23
43049,2007-02-22 00:00:00,64,65,right,medium,medium,42,59,62,57,41,52,30,45,44,56,53,55,53,50,70,57,67,68,62,48,57,58,57,51,45,65,64,69,6,9,44,7,11
41109,2010-08-30 00:00:00,67,72,right,norm,ormal,59,35,62,62,32,64,56,45,57,66,58,62,68,62,67,60,58,65,70,46,74,64,34,72,63,72,68,66,15,12,10,15,6
41109,2010-02-22 00:00:00,65,67,right,norm,ormal,54,35,62,62,32,46,56,45,57,60,58,62,68,64,67,60,58,61,70,46,74,71,73,72,72,65,66,66,9,25,57,25,25
41109,2009-08-30 00:00:00,66,69,right,norm,ormal,64,35,62,67,32,64,56,45,57,66,58,62,68,67,67,60,58,59,70,46,74,73,73,72,74,66,68,66,9,25,57,25,25
41109,2008-08-30 00:00:00,63,64,right,norm,ormal,41,35,58,55,32,57,56,45,45,62,58,62,68,67,67,60,58,59,70,46,74,60,73,72,65,62,63,66,9,25,45,25,25
41109,2007-08-30 00:00:00,62,62,right,norm,ormal,41,35,58,55,32,57,56,45,45,62,58,62,68,67,67,60,58,59,70,46,59,60,73,72,65,61,63,66,9,25,45,25,25
41109,2007-02-22 00:00:00,70,72,right,norm,ormal,39,35,73,40,32,39,56,65,45,39,60,60,68,69,67,69,58,69,79,46,74,60,73,72,65,71,72,66,9,11,45,9,8
41109,2007-02-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37085,2008-08-30 00:00:00,64,65,right,norm,ormal,60,43,60,65,,46,,43,63,56,60,61,,60,,63,,70,62,55,71,74,75,,69,55,64,,13,24,63,24,24
37085,2007-08-30 00:00:00,63,66,right,norm,ormal,60,43,64,64,,60,,43,64,59,67,68,,62,,63,,66,64,55,71,74,75,,69,55,64,,13,24,64,24,24
37085,2007-02-22 00:00:00,63,66,right,norm,ormal,60,43,64,64,,60,,69,64,59,67,68,,62,,63,,66,64,55,71,74,75,,69,55,64,,13,12,64,13,12
39145,2016-04-21 00:00:00,69,69,right,high,medium,62,64,47,65,62,75,58,56,63,72,77,73,82,74,81,68,69,81,57,63,55,44,58,66,62,15,40,25,11,12,8,7,15
39145,2015-09-21 00:00:00,69,69,right,high,medium,62,64,47,65,62,75,58,56,63,72,77,73,82,74,81,68,69,81,57,63,55,44,58,65,62,15,40,25,11,12,8,7,15
39145,2015-07-03 00:00:00,68,68,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,81,57,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2015-06-12 00:00:00,68,68,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,81,57,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2015-01-09 00:00:00,68,68,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,81,57,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2014-10-24 00:00:00,68,68,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,81,57,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2014-09-18 00:00:00,68,68,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,81,57,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2013-12-20 00:00:00,68,69,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,80,58,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2013-10-11 00:00:00,68,69,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,80,58,62,54,43,57,64,61,25,39,24,10,11,7,6,14
39145,2013-09-20 00:00:00,68,69,right,high,medium,61,63,46,64,61,74,57,55,62,71,77,74,82,73,81,67,67,80,58,62,54,43,57,64,61,25,39,24,10,11,7,6,14
